id,popularity,budget,revenue,original_title,cast,director,tagline,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,production_type
290542,0.571843999999999,0,11486,You're Not You,Hilary Swank|Emmy Rossum|Josh Duhamel|Ali Larter|Marcia Gay Harden,George C. Wolfe,Life is measured in moments that leave you breathless.,empty,104,Drama,DiNovi Pictures,10/10/14,147,7.3,2014,0.0,10579.6518091609,single-production
239568,0.5617270000000001,20000000,0,Search Party,Adam Pally|T.J. Miller|Thomas Middleditch|Alison Brie|Krysten Ritter,Scot Armstrong,This is not a vacation. It's a rescue mission.,empty,93,Comedy,Universal Studios,10/30/14,42,5.3,2014,18421821.015429106,0.0,single-production
258750,0.560295,0,0,Gun Woman,Asami|Kairi Narita|Noriaki Kamata|Matthew Floyd Miller|Dean Simone,Kurando Mitsutake,Kill the target before you bleed to death!,gun|thriller|gun battle|gore|woman,86,Thriller|Action,Maxam,2/28/14,19,4.7,2014,0.0,0.0,single-production
303623,0.550723,0,0,Hello Ladies: The Movie,Stephen Merchant|Christine Woods|Kevin Weisman|Nate Torrence|Kyle Mooney,Stephen Merchant,The final seduction begins.,based on tv series|los angeles|briton abroad,85,Comedy,Home Box Office (HBO),11/22/14,36,6.3,2014,0.0,0.0,single-production
286875,0.5247649999999989,0,0,Paper Planes,Sam Worthington|Ed Oxenbould|Deborah Mailman|Nicholas Bakopoulos-Cooke|Ena Imai,Robert Connolly,An imaginative children's film about a young Australian boy's passion for flight and his challenge to compete in the World Paper Plane Championships in Japan.,empty,96,Family,Arenamedia,9/7/14,32,6.3,2014,0.0,0.0,single-production
242022,0.519107,0,0,The Inbetweeners 2,Simon Bird|James Buckley|Blake Harrison|Freddie Stroma|Tamla Kari,Damon Beesley|Iain Morris,empty,holiday|australia|vacation,96,Comedy,Channel 4 Television Corporation,8/6/14,156,5.9,2014,0.0,0.0,single-production
285733,0.518405,0,0,Barbie and the Secret Door,Kelly Sheridan|Brittany McDonald|Ashleigh Ball|Chanelle Peloso|Tabitha St. Germain,Karen J. Lloyd,empty,musical|barbie,81,Adventure|Animation|Family|Fantasy,Mattel Playground Productions,8/30/14,14,6.7,2014,0.0,0.0,single-production
284294,0.514113,0,0,Time Out of Mind,Richard Gere|Ben Vereen|Jena Malone|Steve Buscemi|Danielle Brooks,Oren Moverman,empty,new york,120,Drama,KSM Film,9/7/14,31,5.4,2014,0.0,0.0,single-production
214314,0.502296,0,0,Bears,John C. Reilly|Victoria Naumova,Alastair Fothergill|Keith Scholey,A look at the life of bears living in Alaska's coastal mountains and shores.,alaska|family|nature|bears,78,Documentary|Family,Disneynature,4/17/14,51,7.4,2014,0.0,0.0,single-production
188207,0.49584,70000000,61279452,The Legend of Hercules,Kellan Lutz|Liam McIntyre|Gaia Weiss|Scott Adkins|Roxanne McKee,Renny Harlin,Every Man Has a Destiny,mythology|zeus|ancient greece|demigod|city of argos,99,Action|Adventure,Millennium Films,1/10/14,399,4.4,2014,64476373.5540021,56443954.8333792,single-production
280000,0.487316,0,0,Lemon Tree Passage,Jessica Tovey|Nicholas Gunn|Pippa Black|Tim Phillips|Andrew Ryan,David Campbell,empty,empty,84,Thriller|Horror|Mystery,Thirteen Disciples,8/25/14,15,4.8,2014,0.0,0.0,single-production
245473,0.466284,0,0,Cloud 9,Dove Cameron|Luke Benward|Kiersey Clemons|Mike C. Manning|Dillon Lane,Paul Hoen,empty,empty,90,Action|Drama|Romance|TV Movie,Blondie Girl Productions,1/17/14,49,6.1,2014,0.0,0.0,single-production
312791,0.460188,3150000,0,GirlHouse,Ali Cobrin|Erin Agostino|James Thomas|Alice Hunter|Alyson Bath,Trevor Matthews|Jon Knautz,Enjoy the show.,female nudity|sex|shower|sauna|nudity,100,Horror|Thriller,Brookstreet Pictures,10/16/14,62,4.9,2014,2901436.80993009,0.0,single-production
267863,0.449196,0,0,Walking on Sunshine,Annabel Scholey|Hannah Arterton|Giulio Berruti|Greg Wise|Katy Brand,Max Giwa|Dania Pasquini,empty,woman director,97,Comedy|Romance|Music,Vertigo Films,6/19/14,61,6.1,2014,0.0,0.0,single-production
52653,0.447229,0,149337,Jinn,Dominic Rains|Ray Park|William Atherton|Faran Tahir|Serinda Swan,Ajmal Zaheer Ahmad 	,The Secret that Half the World has been Keeping...,empty,97,Thriller,Exxodus Pictures,4/4/14,19,3.6,2014,0.0,137552.974249057,single-production
230266,0.446458,5500000,5000000,Miss Julie,Jessica Chastain|Colin Farrell|Samantha Morton|Nora McMenamy,Liv Ullmann,Love is a foolish game,love triangle|love|irish|valet|woman director,120,Drama,Maipo Film- og TV Produksjon,9/7/14,15,5.4,2014,5066000.77924302,4605455.25385729,single-production
250535,0.416516,0,0,Get Santa,Rafe Spall|Jim Broadbent|Warwick Davis|Jodie Whittaker|Stephen Graham,Christopher Smith,empty,santa claus,102,Family|Comedy,Film i VÃ¤st,12/5/14,11,6.5,2014,0.0,0.0,single-production
243531,0.413991,0,0,Freezer,Dylan McDermott|Peter Facinelli|David McNally|Andrey Ivchenko|Pascal Petardi,Mikael Salomon,empty,empty,88,Action|Thriller,Envision Media Arts,1/17/14,35,5.3,2014,0.0,0.0,single-production
244783,0.407983,6000000,32251,Song One,Anne Hathaway|Johnny Flynn|Mary Steenburgen|Ben Rosenfield|Lola Kirke,Kate Barker-Froyland,A moment can change everything.,woman director,86,Drama,Worldview Entertainment,1/20/14,58,5.7,2014,5526546.30462875,29706.1074784303,single-production
241771,0.398601,7000000,14618727,Beyond the Lights,Minnie Driver|Gugu Mbatha-Raw|Danny Glover|Jordan Belfi|Nate Parker,Gina Prince-Bythewood,empty,talent|success|musician|woman director,116,Drama,Relativity Media,9/10/14,95,6.9,2014,6447637.35540021,13465178.6133711,single-production
299582,0.397644,0,0,A Royal Christmas,Lacey Chabert|Stephen Hagan|Jane Seymour|Katherine Flynn|Ionut Grama,Alex Zamm,empty,royalty|christmas,90,TV Movie|Romance|Family,Brad Krevoy Television,11/21/14,23,6.1,2014,0.0,0.0,single-production
141043,0.669806999999999,0,7176347,A Long Way Down,Pierce Brosnan|Aaron Paul|Imogen Poots|Toni Collette|Sam Neill,Pascal Chaumeil,Every friendship has its ups and downs.,empty,96,Comedy|Drama,BBC Films,3/20/14,258,6.2,2014,0.0,6610068.99893061,single-production
298865,0.39199,0,0,Lost After Dark,Alexander Calvert|Jesse Camacho|Elsie Gatien|Eve Harlow|Stephan James,Ian Kessner,And you thought the '80s were dead...,high school|woods|gore|graphic violence|slasher,85,Horror,Goldrush Entertainment,9/19/14,12,4.8,2014,0.0,0.0,single-production
228358,0.444439,0,0,The Pact II,Camilla Luddington|Caity Lotz|Scott Michael Foster|Haley Hudson|Amy Pietz,Dallas Richard Hallam|Patrick Horvath,It's Starting Again...,serial killer|frightening visions|parent killed,96,Mystery|Horror|Thriller,Preferred Film & TV,9/5/14,37,4.5,2014,0.0,0.0,single-production
270938,0.380414,0,0,Falcon Rising,Michael Jai White|Neal McDonough|Lateef Crowder|Laila Ali|Hazuki Kato,Ernie Barbarash,empty,yakuza|marine|fighting,103,Adventure|Action,Strohberry Films,9/5/14,50,5.4,2014,0.0,0.0,single-production
297961,0.363927,0,0,Big Driver,Maria Bello|Joan Jett|Ann Dowd|Olympia Dukakis|Will Harris,Mikael Salomon,Murder is a two-way street.,revenge|tv|mystery writer,87,TV Movie|Crime|Mystery|Thriller,Ostar Productions,10/18/14,26,4.9,2014,0.0,0.0,single-production
275985,0.354648,0,0,The Coed and the Zombie Stoner,Catherine Annette|Jamie Noel|Grant O'Connell|Ben Whalen,Glenn Miller,empty,nudity|nerd|campus|zombies,91,Comedy,"Asylum, The",4/18/14,10,3.9,2014,0.0,0.0,single-production
238475,0.351449,0,0,Best Night Ever,Desiree Hall|Samantha Colburn|Eddie Ritchard|Crista Flanagan|Amin Joseph,Jason Friedberg|Aaron Seltzer,The hangover will be the easy part.,robbery|wrestling|las vegas nevada|bachelorette party,90,Comedy,Magnet Releasing,1/31/14,20,3.8,2014,0.0,0.0,single-production
208869,0.34388,10,0,Plastic,Ed Speleers|Will Poulter|Alfie Allen|Sebastian de Souza|Emma Rigby,Julian Gilbey,HUSTLE. HEIST. REPEAT.,empty,102,Drama|Action|Comedy|Crime,Gateway Films,4/30/14,69,6.0,2014,9.21091050771459,0.0,single-production
300706,0.34010100000000004,5000000,0,Let's Kill Ward's Wife,Patrick Wilson|Scott Foley|Amy Acker|Donald Faison|Dagmara DomiÅ„czyk,Scott Foley,Real Friends Do the Dirty Work.,wife murder|murder plot,81,Comedy,Lost Rhino Films,12/23/14,48,5.3,2014,4605455.25385729,0.0,single-production
94590,0.330541,325927,0,Angry Video Game Nerd: The Movie,James D. Rolfe|Jeremy Suarez|Sarah Glendening|Stephen Mendel|Helena Barrett,James D. Rolfe|Kevin Finn,One Bit to Ruin Them all...,angry video game nerd,115,Science Fiction|Adventure|Comedy,Cinemassacre,7/21/14,25,5.8,2014,300208.442904789,0.0,single-production
279171,0.323009,0,0,Outlaw Prophet: Warren Jeffs,Joey King|Tony Goldwyn|Martin Landau|Molly Parker|Alex Knight,Gabriel Range,empty,biography|based on true story|true crime|religious fundamentalism,120,Drama|Crime|TV Movie,Lifetime Television,6/28/14,12,5.9,2014,0.0,0.0,single-production
271164,0.362439,0,1009620,The Song,Alan Powell|Ali Faulkner|Caitlin Nicol-Thomas|Danny Vinson|Kenda Benward,Richard Ramsey,empty,empty,116,Music|Romance|Drama,City on a Hill Productions,9/26/14,26,6.0,2014,0.0,929951.946679881,single-production
126172,0.309634,0,0,Leprechaun: Origins,Dylan Postl|Stephanie Bennett|Melissa Roxburgh|Brendan Fletcher|Andrew Dunbar,Zach Lipovsky,A horror icon is reborn,prequel|leprechaun,90,Horror,WWE Studios,8/22/14,34,3.9,2014,0.0,0.0,single-production
293894,0.512023,0,0,Viking: The Berserkers,Sol Heras|Anthony Baines|Kezia Burrows|Nick Cornwall|Harry Feltham,Antony Smith,The Viking Hunger Games!,viking|man hunt|battle for survival|berserkers|saxons,89,Thriller|Horror,Lindisfarne SPV1,9/15/14,10,5.0,2014,0.0,0.0,single-production
289727,0.306026,0,4453524,The Rewrite,Hugh Grant|Marisa Tomei|Bella Heathcote|J.K. Simmons|Chris Elliott,Marc Lawrence,A comedy about getting on the same page.,professor|teaching|pommy,107,Romance|Comedy,Castle Rock Entertainment,6/15/14,121,5.8,2014,0.0,4102101.10079591,single-production
330115,0.12871,0,0,Ride,Helen Hunt|Brenton Thwaites|Luke Wilson|Robert Knepper|Leonor Varela,Helen Hunt,"When her son dropped out, she dropped in.",surfing|woman director,93,Comedy|Drama,Sandbar Pictures,11/8/14,27,5.9,2014,0.0,0.0,single-production
276496,0.302498,0,0,The Dark Horse,Cliff Curtis|James Rolleston|Kirk Torrance|Sia Trokenheim|Andrew Grainger,James Napier Robertson,Bravery is contagious,chess|new zealand|based on true story|bipolar,124,Drama,Four Knights Film,7/17/14,33,4.4,2014,0.0,0.0,single-production
290999,0.301497,0,0,Wyrmwood: Road Of The Dead,Jay Gallagher|Bianca Bradey|Leon Burchill|Luke McKenzie|Yure Covich,Kiah Roache-Turner,Mad Max meets Dawn Of The Dead,zombies|zombie apocalypse,98,Horror,Guerilla Films,9/19/14,85,6.0,2014,0.0,0.0,single-production
249660,0.300442,17000000,29789000,God's Not Dead,Kevin Sorbo|Shane Harper|David A.R. White|Dean Cain|Cassidy Gifford,Harold Cronk,What do you believe?,christian|religion,113,Drama,Pure Flix Entertainment,3/21/14,146,6.1,2014,15658547.8631148,27438381.311431,single-production
302828,0.299103,0,0,Against the Sun,Tom Felton|Garret Dillahunt|Jake Abel|Nadia Parra,Brian Falk,empty,survival|lifeboat|bombardier,100,War|Adventure,The American Film Company,11/22/14,37,6.5,2014,0.0,0.0,single-production
305091,0.298899,0,0,That Sugar Film,Damon Gameau|Brenton Thwaites|Isabel Lucas|Stephen Fry|Jessica Marais,Damon Gameau,A film about what really happens when a spoonful of sugar helps the medicine go down,experiment|health|food industry|sugar|health food,97,Documentary,Madman Entertainment,7/31/14,36,6.4,2014,0.0,0.0,single-production
285549,0.292107,0,0,Horsehead,Lilly-Fleur Pointeaux|Catriona MacColl|Fu'ad AÃ¯t Aattou|Shane Woodward|Gala Besson,Romain Basset,empty,empty,89,Fantasy|Horror,HorseHead Pictures,9/7/14,16,5.1,2014,0.0,0.0,single-production
242090,0.289951,0,0,The One I Love,Mark Duplass|Elisabeth Moss|Ted Danson|Kiana Cason|Kaitlyn Dodson,Charlie McDowell,empty,weekend|therapist|marriage|dilemma|escape,91,Romance|Comedy|Drama,Radius-TWC,8/8/14,182,6.8,2014,0.0,0.0,single-production
257117,0.288035,0,0,Blood Punch,Milo Cawthorne|Olivia Tennet|Ari Boyland|Cohen Holloway|Adelaide Kane,Madellaine Paxson,empty,black comedy|woman director,104,Horror|Thriller,Bluff Road Productions,2/21/14,11,7.4,2014,0.0,0.0,single-production
243526,0.285328,0,0,Faults,Leland Orser|Mary Elizabeth Winstead|Chris Ellis|Jon Gries|Lance Reddick,Riley Stearns,"Sects, cults, and mind control.",cult,93,Thriller|Drama,Snoot Entertainment,3/6/14,36,6.8,2014,0.0,0.0,single-production
285387,0.280438,0,0,Colt 45,GÃ©rard Lanvin|JoeyStarr|Ymanol Perset|Simon Abkarian|Alice Taglioni,Fabrice Du Welz,empty,police|violence,85,Drama|Thriller|Action|Crime,La Petite Reine,8/6/14,47,5.3,2014,0.0,0.0,single-production
294093,0.279115,0,0,Dinosaur Island,Darius Williams-Watt|Kate Rasmussen|Joe Bistaveous|Juliette Frederick|Vincent Naviti,Matt Drummond,Their world is closer than you think.,island|children|dinosaur,90,Adventure|Science Fiction|Fantasy|Family,Extinct Production,9/1/14,13,4.3,2014,0.0,0.0,single-production
304336,0.278064,0,0,Lap Dance,Carmen Electra|Briana Evigan|Stacey Dash|Nia Peeples|James Remar,Greg Carter,Fast money comes at a dangerous price,based on true story|cancer|lap dance|female stripper|exotic dancer,100,Drama,Imprint Entertainment,12/5/14,16,3.8,2014,0.0,0.0,single-production
282672,0.270806,0,0,My Mistress,Emmanuelle BÃ©art|Harrison Gilbertson|Rachael Blake|Socratis Otto|Leah Purcell,Stephen Lance,Love hurts,dominatrix,104,Romance|Drama,Mini Studios,8/14/14,11,5.6,2014,0.0,0.0,single-production
269650,0.264059,0,0,Appleseed Alpha,Luci Christian|David Matranga|Wendel Calvert|Adam Gibbs|Elizabeth Bunch,Shinji Aramaki,"To find Olympus, they must fight to survive.",post-apocalyptic|war|mecha|cyberpunk,90,Animation|Science Fiction|Action,Stage 6 Films,5/28/14,121,6.4,2014,0.0,0.0,single-production
114155,0.259735,0,0,Effie Gray,Emma Thompson|Dakota Fanning|Tom Sturridge|Robbie Coltrane|Julie Walters,Richard Laxton,The Celebrity Scandal of the Victorian era,art critic,108,Drama,Sovereign Films,3/8/14,24,6.1,2014,0.0,0.0,single-production
259074,0.258304,0,0,Joy Ride 3,Kirsten Prout|Dean Armstrong|Jesse Hutch|Benjamin Hollingsworth|Ken Kirzinger,Declan O'Brien,Rusty Returns...,sequel|trucker,96,Thriller,WT Canada Productions,6/3/14,32,4.4,2014,0.0,0.0,single-production
249021,0.258209,0,0,Android Cop,Michael Jai White|Charles S. Dutton|Kadeem Hardison|Randy Wayne|Larissa Vereza,Mark Atkins,The Future of Law Enforcement,empty,88,Action|Science Fiction,The Asylum,2/4/14,20,3.0,2014,0.0,0.0,single-production
304613,0.255838,3000000,0,Charlie's Farm,Tara Reid|Bill Moseley|Kane Hodder|Nathan Jones|Dean Kirkright,Chris Sun,7ft 375lbs Of Pure Aussie Killing Machine,australian|slasher,93,Horror,Slaughter FX,12/4/14,17,4.6,2014,2763273.15231437,0.0,single-production
269100,0.252762,0,0,Video Games: The Movie,Sean Astin|Wil Wheaton|Zach Braff|Alison Haislip|Donald Faison,Jeremy Snead,empty,video game|nerd|arcade|computer games|atari,101,History|Documentary|Animation,Mediajuice Studios,7/18/14,73,6.0,2014,0.0,0.0,single-production
293262,0.431184,0,7205,I Am Ali,Muhammad Ali|Muhammad Ali Jr.|Hana Ali|Maryum Ali|Rahaman Ali,Clare Lewins,Fighter. Lover. Brother. Father.,biography|wrestling|sport|woman director,111,Documentary,Focus Features,10/10/14,18,6.6,2014,0.0,6636.46102080836,single-production
275619,0.634232,0,0,Age of Tomorrow,Kelly Hu|Anthony Marks|Robert Picardo|Lane Townsend|Morgan West,James Kondelik,Extinction Has Arrived,asteroid|blood splatter|outer space|alien invasion|fire department,90,Thriller|Science Fiction|Action,The Asylum,6/10/14,10,2.4,2014,0.0,0.0,single-production
283589,0.239862,0,0,Bang Bang,Hrithik Roshan|Katrina Kaif|Danny Denzongpa|Ron Smoorenburg,Siddharth Anand,empty,london|dancing|secret agent|revenge|heist,153,Action|Adventure|Thriller|Romance,Fox Star Studios,10/2/14,53,6.2,2014,0.0,0.0,single-production
286548,0.23712600000000006,0,0,TEKKEN: A Man Called X,Kane Kosugi|Cary-Hiroyuki Tagawa|Gary Daniels|Charlotte Kirk|Rade Serbedzija,Wych Kaosayananda,Survival Is No Game,martial arts|amnesia|based on video game,90,Action,SP Entertainments,8/12/14,23,4.2,2014,0.0,0.0,single-production
200511,0.23282,0,0,7 Minutes,Luke Mitchell|Leven Rambin|Jason Ritter|Kris Kristofferson|Joel Murray,Jay Martin,It's a robbery.  A million things could go wrong.,robbery,92,Drama|Crime|Thriller,Whitewater Films,10/26/14,23,5.0,2014,0.0,0.0,single-production
243352,0.129935,0,1156000,Where Hope Grows,Danica McKellar|William Zabka|Kerr Smith|McKaley Miller|Kristoffer Polaha,Chris Dowling,AN UNEXPECTED JOURNEY. AN UNEXPECTED FRIENDSHIP.,empty,95,Drama,Godspeed Pictures,4/6/14,19,7.2,2014,0.0,1064781.2546918,single-production
270771,0.433273,0,0,The Well,Haley Lu Richardson|Booboo Stewart|Max Charles|Nicole Fox|Michael Welch,Thomas S. Hammock,Stand your ground.,post-apocalyptic|revenge|murder|survival|drought,95,Horror|Thriller|Action,Federighi Films,6/12/14,26,5.5,2014,0.0,0.0,single-production
249170,0.223067,0,0,Dinosaur 13,Peter L. Larson|Louie Psihoyos|Stan Adelstein|Lanice Archer,Todd Douglas Miller,The true tale of one of the greatest discoveries in history.,paleontology|tyrannosaurus rex|paleontologist|dinosaur|south dakota,95,Documentary,Statement Pictures,8/15/14,22,7.0,2014,0.0,0.0,single-production
256346,0.219862,0,0,Almost Home,Steve Martin|Tom McGrath|David Soren,Todd Wilderman,empty,empty,4,Adventure|Animation|Science Fiction,DreamWorks Animation,2/1/14,45,6.8,2014,0.0,0.0,single-production
284274,0.21533,0,0,Iron Man & Captain America: Heroes United,Adrian Pasdar|Roger Craig Smith|Fred Tatasciore|David Kaye|Clancy Brown,Leo Riley,Iron Man and Captain America team up in groundbreaking Marvel CG Animation.,marvel comic|superhero|based on comic book,71,Adventure|Animation|Action,Marvel Studios,7/29/14,13,6.2,2014,0.0,0.0,single-production
265019,0.212841,0,0,Preservation,Pablo Schreiber|Aaron Staton|Wrenn Schmidt|Cody Saintgnue|Nick Saso,Christopher Denham,empty,woods|survival,90,Thriller|Horror,Present Pictures,8/22/14,35,5.1,2014,0.0,0.0,single-production
301959,0.210808,0,0,Interstellar: Nolan's Odyssey,Alex Zane|Michael Caine|Jessica Chastain|Anne Hathaway|Hugh Jackman,Dan Storey,empty,making of|space exploration,23,Documentary,Sky Movies,11/5/14,79,7.9,2014,0.0,0.0,single-production
305127,0.203043,0,0,The Frame,Christopher Soren Kelly|Cal Bartlett|Megan Heffernan|Marty Lindsey,Jamin Winans,empty,empty,127,Drama|Science Fiction,Double Edge Films,11/21/14,12,6.1,2014,0.0,0.0,single-production
264170,0.202776,0,0,Batman: Strange Days,Kevin Conroy|Brian George|Tara Strong,Bruce Timm,empty,dc comics|superhero|based on comic book|noir|period piece,3,Action|Animation,DC Comics,4/9/14,20,7.6,2014,0.0,0.0,single-production
256969,0.202449,0,0,Boys of Abu Ghraib,Sara Paxton|Sean Astin|Michael Welch|John Heard|Elijah Kelley,Luke Moran,empty,empty,103,Drama|War|Thriller,Meteor Film GmbH,3/15/14,16,5.9,2014,0.0,0.0,single-production
294741,0.201445,0,0,The Falling,Maisie Williams|Maxine Peake|Florence Pugh|Joe Cole|Anna Burnett,Carol Morley,empty,girls' boarding school|epidemic|schoolgirl|mass hysteria|sexual awakening,102,Drama|Thriller,Metrodome Distribution,10/11/14,33,4.8,2014,0.0,0.0,single-production
298093,0.222714,0,0,Poker Night,Beau Mirchoff|Ron Perlman|Giancarlo Esposito|Corey Large|Titus Welliver,Greg Francis,How do you catch a killer when he's holding all the cards?...,detective|poker game,104,Thriller|Action|Crime,Wingman Productions,12/20/14,60,5.5,2014,0.0,0.0,single-production
298445,0.199012,0,0,I Am Santa Claus,Mick Foley|Artie Lange|Roddy Piper|Jerry Lawler|Sid Haig,Tommy Avallone,empty,santa claus|christmas,89,Drama|Documentary|Comedy,Double Windsor Films,11/4/14,11,6.2,2014,0.0,0.0,single-production
250574,0.197336,0,0,Creep,Mark Duplass|Patrick Brice,Patrick Brice,empty,mountains|bath|ax|cabin|psychopath,82,Horror|Thriller,Blumhouse Productions,6/23/14,110,5.9,2014,0.0,0.0,single-production
277702,0.196408,0,0,Supremacy,Danny Glover|Julie Benz|Joe Anderson|Dawn Olivieri|Derek Luke,Deon Taylor,No One Is Save,hostage|ex-con|family hostage|white supremacy,97,Crime|Drama,Media House Capital,6/12/14,12,5.8,2014,0.0,0.0,single-production
268321,0.193689,0,0,Squatters,Richard Dreyfuss|Thomas Dekker|Gabriella Wilde|Luke Grimes|Gia Mantegna,Martin Weisz,They want what they have.,homelessness|drifter|venice beach california|squatting|pacific palisades,102,Drama,Sony Pictures Home Entertainment,5/14/14,15,6.7,2014,0.0,0.0,single-production
339992,0.161001,156660,0,The Redwood Massacre,Mark Wood|Lisa Cameron|Lisa Livingstone|Rebecca Wilkie|Adam Coutts,David Ryan Keith,Evil Doesn't Die Easily,empty,82,Fantasy|Horror,Alive Productions,9/28/14,17,3.8,2014,144298.124013856,0.0,single-production
256690,0.310285,0,0,Ribbit,Johan Raja Lawak|Nurul Elfira Loy|Awie|Aznil Hj Nawawi|The Glam Girls,Mamat Khalid,A frog with an identity crisis,adventure|animation|animal|3d animation,88,Animation|Comedy|Family|Adventure,KRU Studios,6/21/14,10,3.4,2014,0.0,0.0,single-production
286987,0.191091,0,0,How to Build a Better Boy,China Anne McClain|Kelli Berglund|Marshall Williams|Noah Centineo|Ashley Argota,Paul Hoen,Never underestimate two girls with a plan.,high school|robot|teen comedy|fake boyfriend|young teens,90,Family|Science Fiction,Schorr Pictures,8/17/14,51,5.8,2014,0.0,0.0,single-production
281778,0.188264,0,0,Survivor,Danielle Chuchran|Kevin Sorbo|Rocky Myers|Ruby Jones|Melanie Stone,John Lyde,Alone. Stranded. Deadly,survivor,93,Science Fiction|Action|Fantasy,Arrowstorm Entertainment,7/22/14,23,4.9,2014,0.0,0.0,single-production
277688,0.131462,0,0,Suburban Gothic,Matthew Gray Gubler|Ray Wise|Kat Dennings|Sally Kirkland|Jeffrey Combs,Richard Bates Jr.,This dead end town just got a lot deader.,supernatural|evil spirit|spirit|paranormal activity,90,Horror|Comedy,New Normal Films,7/19/14,19,5.1,2014,0.0,0.0,single-production
197696,0.186159,0,0,Welcome to New York,GÃ©rard Depardieu|Jacqueline Bisset|Drena De Niro|Amy Ferguson|Paul Calderon,Abel Ferrara,empty,prostitute|hotel room|nudity|overweight man|hooker,125,Drama,Wild Bunch,5/17/14,29,5.5,2014,0.0,0.0,single-production
259453,0.182618,0,0,I Am Soldier,Noel Clarke|Philip Desmeules|Duncan Casey|Lee Charles|Jordan Long,Ronnie Thompson,empty,special air service,84,Action|Thriller|War,Tea Shop & Film Company,3/17/14,23,5.2,2014,0.0,0.0,single-production
266084,0.18013900000000002,0,0,Queen and Country,Callum Turner|Vanessa Kirby|Caleb Landry Jones|Tamsin Egerton|David Thewlis,John Boorman,empty,korean war|englishman,114,Drama,Merlin Films,5/20/14,14,6.0,2014,0.0,0.0,single-production
317182,0.178898,0,0,Doctor Who: Last Christmas,Peter Capaldi|Jenna Coleman|Nick Frost|Samuel Anderson|Dan Starkey,Paul Wilmshurst,empty,empty,57,Science Fiction|Adventure|Drama|Fantasy,BBC Cymru Wales,12/25/14,50,7.9,2014,0.0,0.0,single-production
294959,0.175793,0,0,Valley Uprising,Peter Sarsgaard|Alex Honnold|Royal Robbins|Lynn Hill|Dean Potter,Josh Lowell|Peter Mortimer|Nick Rosen,empty,tourist|ranger|national park|climbing|yosemite,99,Adventure|Documentary,Sender Films,9/1/14,12,7.9,2014,0.0,0.0,single-production
266353,0.281505,0,0,In My Dreams,Katharine McPhee|Mike Vogel|JoBeth Williams|Jessalyn Wanlim|Antonio Cupo,Kenny Leon,Close your eyes and fall in love.,empty,94,Romance|Drama|Fantasy,Hallmark Hall of Fame Productions,4/20/14,28,6.3,2014,0.0,0.0,single-production
206192,0.23759,0,0,Perfect Sisters,Abigail Breslin|Georgie Henley|Mira Sorvino|Jeffrey Ballard|ZoÃ« Belkin,Stanley M. Brooks,Being a teenager can be murder.,toronto|based on true story|murder|teenager|rumor,100,Thriller|Drama|Crime,Julijette,4/8/14,67,5.5,2014,0.0,0.0,single-production
273641,0.168968,0,0,Jackass Presents: Bad Grandpa .5,Johnny Knoxville|Spike Jonze|Jackson Nicoll|Catherine Keener|Gregg Harris,Jeff Tremaine,Unrated,mtv|jackass,76,Comedy,MTV Films,6/3/14,68,5.8,2014,0.0,0.0,single-production
300467,0.167827,0,0,Dark Was the Night,Kevin Durand|Lukas Haas|Nick Damici|Sabina Gadecki|Steve Agee,Jack Heller,Evil's Roots Run Deep,post traumatic stress  disorder|death of a child|animal death|creature feature|marital separation,97,Horror|Thriller,Maiden Woods Films,10/17/14,43,5.2,2014,0.0,0.0,single-production
331727,0.166098,0,0,Street Fighter: Assassin's Fist,Christian Howard|Mike Moh|Akira Koieyama|Togo Igawa|Gaku Space,Joey Ansah,Brothers. Rivals. Fighters.,martial arts,152,Adventure|Action,Assassin's Fist Limited,5/23/14,27,6.4,2014,0.0,0.0,single-production
244562,0.165741,0,0,Jamie Marks Is Dead,Cameron Monaghan|Noah Silver|Morgan Saylor|Madisen Beaty|Judy Greer,Carter Smith,How far would you go to be remembered?,empty,100,Drama|Thriller,Verisimilitude,8/29/14,14,5.9,2014,0.0,0.0,single-production
262840,0.163674,0,0,WolfCop,Leo Fafard|Amy Matysio|Jonathan Cherry|Sarah Lind|Aidan Devine,Lowell Dean,Here Comes The Fuzz,exploitation|cop|werewolf,79,Horror|Comedy,Echolands Creative Group,6/6/14,30,4.5,2014,0.0,0.0,single-production
269711,0.15304700000000002,0,0,JohnnyExpress,empty,Kyungmin Woo,Dark and occasionally cruel...,futuristic|spaceship|alien|alien planet|disaster,5,Animation|Comedy|Science Fiction,Alfred Image Works,5/8/14,14,7.8,2014,0.0,0.0,single-production
284711,0.151929,0,0,Sharktopus vs Pteracuda,Robert Carradine|Tony Evangelista|Rib Hillis|Conan O'Brien|Hensy Pichardo,Kevin O'Neill,A Love Story,monster|octopus|giant monster|decapitation|scientist,88,TV Movie|Science Fiction|Action|Adventure|Horror,New Horizons Picture,8/2/14,10,3.7,2014,0.0,0.0,single-production
267804,0.087132,0,0,Dans la cour,Catherine Deneuve|Pio MarmaÃ¯|FÃ©odor Atkine|Nicolas Bouchaud|Gustave de Kervern,Pierre Salvadori,empty,empty,97,Drama|Comedy,France 2 CinÃ©ma,5/2/14,12,4.9,2014,0.0,0.0,single-production
